GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED,Statement Coverage,Branch Coverage,CC
Apache Commons Math,org.apache.commons.math3.fitting,GaussianFitter.new Gaussian.Parametric() {...},1,40,0,0,1,10,0,3,0,3,90.90909091,0,3
Apache Commons Math,org.apache.commons.math3.fitting,PolynomialCurveFitter,11,99,1,3,2,26,2,6,1,5,92.85714286,75,8
Apache Commons Math,org.apache.commons.math3.fitting,AbstractCurveFitter.TheoreticalValuesFunction.new MultivariateVectorFunction() {...},0,36,0,2,0,6,0,3,0,2,100,100,3
Apache Commons Math,org.apache.commons.math3.fitting,AbstractCurveFitter.TheoreticalValuesFunction.new MultivariateMatrixFunction() {...},0,36,0,2,0,6,0,3,0,2,100,100,3
Apache Commons Math,org.apache.commons.math3.fitting,WeightedObservedPoint,0,21,0,0,0,8,0,4,0,4,100,0,4
Apache Commons Math,org.apache.commons.math3.fitting,GaussianFitter.ParameterGuesser.new Comparator() {...},40,24,15,5,15,8,10,2,0,2,34.7826087,25,12
Apache Commons Math,org.apache.commons.math3.fitting,HarmonicFitter.ParameterGuesser,4,464,2,28,1,93,2,18,0,5,98.93617021,93.33333333,20
Apache Commons Math,org.apache.commons.math3.fitting,SimpleCurveFitter,20,84,0,2,3,24,2,4,2,3,88.88888889,100,6
Apache Commons Math,org.apache.commons.math3.fitting,GaussianCurveFitter.ParameterGuesser.new Comparator() {...},40,24,15,5,15,8,10,2,0,2,34.7826087,25,12
Apache Commons Math,org.apache.commons.math3.fitting,GaussianFitter,0,25,0,0,0,6,0,3,0,3,100,0,3
Apache Commons Math,org.apache.commons.math3.fitting,AbstractCurveFitter.TheoreticalValuesFunction,0,43,0,2,0,11,0,4,0,3,100,100,4
Apache Commons Math,org.apache.commons.math3.fitting,AbstractCurveFitter,0,16,0,0,0,3,0,3,0,3,100,0,3
Apache Commons Math,org.apache.commons.math3.fitting,CurveFitter.TheoreticalValuesFunction,0,25,0,0,0,5,0,3,0,3,100,0,3
Apache Commons Math,org.apache.commons.math3.fitting,GaussianCurveFitter,0,111,0,4,0,28,0,8,0,6,100,100,8
Apache Commons Math,org.apache.commons.math3.fitting,PolynomialFitter,8,11,0,0,1,3,1,2,1,2,75,0,3
Apache Commons Math,org.apache.commons.math3.fitting,HarmonicFitter,0,20,0,0,0,4,0,3,0,3,100,0,3
Apache Commons Math,org.apache.commons.math3.fitting,CurveFitter.TheoreticalValuesFunction.new MultivariateMatrixFunction() {...},0,42,0,2,0,7,0,3,0,2,100,100,3
Apache Commons Math,org.apache.commons.math3.fitting,CurveFitter.TheoreticalValuesFunction.new MultivariateVectorFunction() {...},0,42,0,2,0,7,0,3,0,2,100,100,3
Apache Commons Math,org.apache.commons.math3.fitting,GaussianCurveFitter.new Gaussian.Parametric() {...},0,38,0,0,0,11,0,3,0,3,100,0,3
Apache Commons Math,org.apache.commons.math3.fitting,GaussianFitter.ParameterGuesser,21,319,6,28,5,55,6,19,0,8,91.66666667,82.35294118,25
Apache Commons Math,org.apache.commons.math3.fitting,WeightedObservedPoints,0,41,0,0,0,11,0,6,0,6,100,0,6
Apache Commons Math,org.apache.commons.math3.fitting,HarmonicCurveFitter,7,104,0,4,1,27,1,7,1,5,96.42857143,100,8
Apache Commons Math,org.apache.commons.math3.fitting,GaussianCurveFitter.ParameterGuesser,21,324,6,28,5,55,6,19,0,8,91.66666667,82.35294118,25
Apache Commons Math,org.apache.commons.math3.fitting,CurveFitter,6,135,0,2,2,26,1,8,1,7,92.85714286,100,9
Apache Commons Math,org.apache.commons.math3.optimization,Target,0,13,0,0,0,4,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.optimization,PointValuePair,4,45,2,4,0,10,2,6,0,5,100,66.66666667,8
Apache Commons Math,org.apache.commons.math3.optimization,MultivariateMultiStartOptimizer,0,6,0,0,0,2,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.optimization,PointValuePair.DataTransferObject,0,20,0,0,0,5,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.optimization,SimpleValueChecker,6,71,1,9,3,16,2,7,1,3,84.21052632,90,9
Apache Commons Math,org.apache.commons.math3.optimization,SimplePointChecker,6,85,2,10,3,21,3,7,1,3,87.5,83.33333333,10
Apache Commons Math,org.apache.commons.math3.optimization,LeastSquaresConverter,25,175,3,15,3,35,3,10,0,4,92.10526316,83.33333333,13
Apache Commons Math,org.apache.commons.math3.optimization,BaseMultivariateVectorMultiStartOptimizer,21,125,3,11,5,30,4,10,1,6,85.71428571,78.57142857,14
Apache Commons Math,org.apache.commons.math3.optimization,SimpleVectorValueChecker,6,83,0,12,3,21,1,9,1,3,87.5,100,10
Apache Commons Math,org.apache.commons.math3.optimization,DifferentiableMultivariateMultiStartOptimizer,6,0,0,0,2,0,1,0,1,0,0,0,1
Apache Commons Math,org.apache.commons.math3.optimization,BaseMultivariateMultiStartOptimizer,31,105,5,9,8,25,6,8,1,6,75.75757576,64.28571429,14
Apache Commons Math,org.apache.commons.math3.optimization,AbstractConvergenceChecker,9,24,0,0,4,8,1,4,1,4,66.66666667,0,5
Apache Commons Math,org.apache.commons.math3.optimization,Weight,20,13,2,0,6,4,2,2,1,2,40,0,4
Apache Commons Math,org.apache.commons.math3.optimization,PointVectorValuePair.DataTransferObject,0,22,0,0,0,5,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.optimization,MultivariateDifferentiableVectorMultiStartOptimizer,0,6,0,0,0,2,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.optimization,BaseMultivariateVectorMultiStartOptimizer.new Comparator() {...},3,64,2,6,1,11,2,5,0,3,91.66666667,75,7
Apache Commons Math,org.apache.commons.math3.optimization,BaseMultivariateMultiStartOptimizer.new Comparator() {...},11,32,5,3,2,7,4,2,0,2,77.77777778,37.5,6
Apache Commons Math,org.apache.commons.math3.optimization,MultivariateDifferentiableMultiStartOptimizer,0,6,0,0,0,2,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.optimization,InitialGuess,0,13,0,0,0,4,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.optimization,SimpleBounds,0,23,0,0,0,6,0,3,0,3,100,0,3
Apache Commons Math,org.apache.commons.math3.optimization,GoalType,9,29,0,0,0,4,2,2,2,2,100,0,4
Apache Commons Math,org.apache.commons.math3.optimization,DifferentiableMultivariateVectorMultiStartOptimizer,6,0,0,0,2,0,1,0,1,0,0,0,1
Apache Commons Math,org.apache.commons.math3.optimization,PointVectorValuePair,6,66,3,9,0,13,3,10,0,7,100,75,13
Apache Commons Math,org.apache.commons.math3.stat.ranking,NaturalRanking,40,512,2,54,13,118,5,44,3,14,90.07633588,96.42857143,49
Apache Commons Math,org.apache.commons.math3.stat.ranking,NaNStrategy,5,63,0,0,0,6,1,3,1,3,100,0,4
Apache Commons Math,org.apache.commons.math3.stat.ranking,NaturalRanking.new Object() {...},10,69,0,0,0,2,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.stat.ranking,TiesStrategy,5,63,0,0,0,6,1,3,1,3,100,0,4
Apache Commons Math,org.apache.commons.math3.stat.ranking,NaturalRanking.IntDoublePair,0,21,0,0,0,7,0,4,0,4,100,0,4
Apache Commons Math,org.apache.commons.math3.stat.descriptive.summary,SumOfSquares,6,95,1,3,3,27,2,9,1,8,90,75,11
Apache Commons Math,org.apache.commons.math3.stat.descriptive.summary,Product,6,130,2,6,3,34,3,12,1,10,91.89189189,75,15
Apache Commons Math,org.apache.commons.math3.stat.descriptive.summary,SumOfLogs,6,92,1,3,3,27,2,9,1,8,90,75,11
Apache Commons Math,org.apache.commons.math3.stat.descriptive.summary,Sum,14,122,2,6,4,33,4,11,2,9,89.18918919,75,15
Apache Commons Math,org.apache.commons.math3.ml.neuralnet.twod,NeuronSquareMesh2D.new Object() {...},8,61,0,0,0,3,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.ml.neuralnet.twod,NeuronSquareMesh2D,111,864,10,139,21,152,11,80,3,11,87.86127168,93.2885906,91
Apache Commons Math,org.apache.commons.math3.ml.neuralnet.twod,NeuronSquareMesh2D.HorizontalDirection,5,43,0,0,0,4,1,3,1,3,100,0,4
Apache Commons Math,org.apache.commons.math3.ml.neuralnet.twod,NeuronSquareMesh2D.SerializationProxy,0,27,0,0,0,7,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.ml.neuralnet.twod,NeuronSquareMesh2D.VerticalDirection,5,43,0,0,0,4,1,3,1,3,100,0,4
Apache Commons Math,org.apache.commons.math3.analysis.polynomials,PolynomialFunctionNewtonForm,37,258,3,15,7,44,5,14,2,8,86.2745098,83.33333333,19
Apache Commons Math,org.apache.commons.math3.analysis.polynomials,PolynomialFunctionLagrangeForm,82,450,3,31,15,73,5,22,3,7,82.95454545,91.17647059,27
Apache Commons Math,org.apache.commons.math3.analysis.polynomials,PolynomialsUtils.JacobiKey,3,38,4,4,1,8,4,3,0,3,88.88888889,50,7
Apache Commons Math,org.apache.commons.math3.analysis.polynomials,PolynomialSplineFunction,69,221,11,19,10,37,8,16,1,8,78.72340426,63.33333333,24
Apache Commons Math,org.apache.commons.math3.analysis.polynomials,PolynomialsUtils,8,442,0,20,2,72,1,19,1,9,97.2972973,100,20
Apache Commons Math,org.apache.commons.math3.analysis.polynomials,PolynomialFunction,122,471,15,47,25,84,14,34,3,14,77.06422018,75.80645161,48
Apache Commons Math,org.apache.commons.math3.analysis.polynomials,PolynomialsUtils.new PolynomialsUtils.RecurrenceCoefficientsGenerator() {...},0,22,0,0,0,3,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.analysis.polynomials,PolynomialsUtils.new PolynomialsUtils.RecurrenceCoefficientsGenerator() {...},0,38,0,0,0,3,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.analysis.polynomials,PolynomialsUtils.new PolynomialsUtils.RecurrenceCoefficientsGenerator() {...},0,23,0,0,0,2,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.analysis.polynomials,PolynomialsUtils.new PolynomialsUtils.RecurrenceCoefficientsGenerator() {...},0,97,0,0,0,8,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.analysis.polynomials,PolynomialsUtils.new PolynomialsUtils.RecurrenceCoefficientsGenerator() {...},0,32,0,0,0,3,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.analysis.polynomials,PolynomialFunction.Parametric,0,31,0,2,0,8,0,4,0,3,100,100,4
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.twod.hull,AklToussaintHeuristic,7,219,3,41,4,44,4,22,1,3,91.66666667,93.18181818,26
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.twod.hull,MonotoneChain,8,236,4,28,2,50,5,16,1,4,96.15384615,87.5,21
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.twod.hull,ConvexHull2D,4,279,2,28,1,53,2,19,0,6,98.14814815,93.33333333,21
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.twod.hull,MonotoneChain.new Comparator() {...},0,28,0,2,0,6,0,3,0,2,100,100,3
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.twod.hull,AbstractConvexHullGenerator2D,0,52,0,2,0,16,0,6,0,5,100,100,6
Apache Commons Math,org.apache.commons.math3.fraction,BigFractionFormat,33,209,2,19,8,54,7,18,5,9,87.09677419,90.47619048,25
Apache Commons Math,org.apache.commons.math3.fraction,FractionField,0,13,0,0,0,7,0,6,0,6,100,0,6
Apache Commons Math,org.apache.commons.math3.fraction,FractionField.LazyHolder,3,6,0,0,1,1,1,1,1,1,50,0,2
Apache Commons Math,org.apache.commons.math3.fraction,FractionConversionException,0,37,0,0,0,4,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.fraction,BigFractionField,0,13,0,0,0,7,0,6,0,6,100,0,6
Apache Commons Math,org.apache.commons.math3.fraction,FractionFormat,25,172,1,12,8,43,7,14,6,8,84.31372549,92.30769231,21
Apache Commons Math,org.apache.commons.math3.fraction,ProperBigFractionFormat,29,199,4,23,9,58,5,16,1,6,86.56716418,85.18518519,21
Apache Commons Math,org.apache.commons.math3.fraction,BigFraction,117,1212,26,126,26,261,27,104,3,52,90.94076655,82.89473684,131
Apache Commons Math,org.apache.commons.math3.fraction,AbstractFormat,21,102,3,9,5,33,5,14,2,11,86.84210526,75,19
Apache Commons Math,org.apache.commons.math3.fraction,ProperFractionFormat,31,191,4,15,9,54,5,12,1,6,85.71428571,78.94736842,17
Apache Commons Math,org.apache.commons.math3.fraction,BigFractionField.LazyHolder,3,6,0,0,1,1,1,1,1,1,50,0,2
Apache Commons Math,org.apache.commons.math3.fraction,Fraction,26,895,8,90,5,179,8,73,0,32,97.2826087,91.83673469,81
Apache Commons Math,org.apache.commons.math3.ml.neuralnet.sofm,LearningFactorFunctionFactory,3,50,0,8,1,6,1,6,1,2,85.71428571,100,7
Apache Commons Math,org.apache.commons.math3.ml.neuralnet.sofm,KohonenUpdateAction,4,159,1,9,1,38,2,10,1,6,97.43589744,90,12
Apache Commons Math,org.apache.commons.math3.ml.neuralnet.sofm,LearningFactorFunctionFactory.new LearningFactorFunction() {...},0,28,0,0,0,3,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.ml.neuralnet.sofm,LearningFactorFunctionFactory.new LearningFactorFunction() {...},0,28,0,0,0,3,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.ml.neuralnet.sofm,NeighbourhoodSizeFunctionFactory.new NeighbourhoodSizeFunction() {...},0,30,0,0,0,3,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.ml.neuralnet.sofm,NeighbourhoodSizeFunctionFactory.new NeighbourhoodSizeFunction() {...},0,30,0,0,0,3,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.ml.neuralnet.sofm,NeighbourhoodSizeFunctionFactory,3,14,0,0,1,2,1,2,1,2,66.66666667,0,3
Apache Commons Math,org.apache.commons.math3.ml.neuralnet.sofm,KohonenTrainingTask,0,27,0,2,0,8,0,3,0,2,100,100,3
Apache Commons Math,org.apache.commons.math3.genetics,OrderedCrossover,0,171,1,13,0,37,1,9,0,3,100,92.85714286,10
Apache Commons Math,org.apache.commons.math3.genetics,ChromosomePair,15,15,0,0,1,6,1,3,1,3,85.71428571,0,4
Apache Commons Math,org.apache.commons.math3.genetics,FixedElapsedTime,14,35,1,5,3,8,2,4,1,2,72.72727273,83.33333333,6
Apache Commons Math,org.apache.commons.math3.genetics,InvalidRepresentationException,0,5,0,0,0,2,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.genetics,RandomKey,32,305,3,29,4,63,4,24,1,11,94.02985075,90.625,28
Apache Commons Math,org.apache.commons.math3.genetics,TournamentSelection,26,62,1,3,5,13,3,4,2,3,72.22222222,75,7
Apache Commons Math,org.apache.commons.math3.genetics,BinaryMutation,7,41,1,3,1,8,1,3,0,2,88.88888889,75,4
Apache Commons Math,org.apache.commons.math3.genetics,BinaryChromosome,2,96,1,15,1,22,1,12,0,5,95.65217391,93.75,13
Apache Commons Math,org.apache.commons.math3.genetics,Chromosome,2,54,1,7,1,15,2,8,1,5,93.75,87.5,10
Apache Commons Math,org.apache.commons.math3.genetics,RandomKeyMutation,13,33,1,1,2,8,1,2,0,2,80,50,3
Apache Commons Math,org.apache.commons.math3.genetics,ElitisticListPopulation,0,87,0,6,0,20,0,8,0,5,100,100,8
Apache Commons Math,org.apache.commons.math3.genetics,OnePointCrossover,14,95,3,7,2,18,3,5,0,3,90,70,8
Apache Commons Math,org.apache.commons.math3.genetics,TournamentSelection.new ListPopulation() {...},2,7,0,0,1,1,1,1,1,1,50,0,2
Apache Commons Math,org.apache.commons.math3.genetics,CycleCrossover,6,194,1,21,2,42,2,14,1,4,95.45454545,95.45454545,16
Apache Commons Math,org.apache.commons.math3.genetics,ListPopulation,36,178,5,17,9,41,4,20,1,12,82,77.27272727,24
Apache Commons Math,org.apache.commons.math3.genetics,NPointCrossover,9,160,1,15,2,35,2,10,1,3,94.59459459,93.75,12
Apache Commons Math,org.apache.commons.math3.genetics,FixedGenerationCount,12,26,1,3,2,9,2,3,1,2,81.81818182,75,5
Apache Commons Math,org.apache.commons.math3.genetics,AbstractListChromosome,1,49,1,1,0,12,1,6,0,6,100,50,7
Apache Commons Math,org.apache.commons.math3.genetics,GeneticAlgorithm,25,149,6,12,6,39,7,14,1,11,86.66666667,66.66666667,21
Apache Commons Math,org.apache.commons.math3.genetics,UniformCrossover,3,125,0,14,1,24,1,10,1,3,96,100,11
Apache Commons Math,org.apache.commons.math3.stat,Frequency,32,551,9,47,11,143,8,57,1,36,92.85714286,83.92857143,65
Apache Commons Math,org.apache.commons.math3.stat,Frequency.NaturalComparator,0,7,0,0,0,2,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.stat,StatUtils,55,411,7,23,12,80,8,42,4,31,86.95652174,76.66666667,50
Apache Commons Math,org.apache.commons.math3.ml.neuralnet,Neuron.SerializationProxy,0,17,0,0,0,5,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.ml.neuralnet,Neuron,20,143,2,10,3,33,3,14,1,10,91.66666667,83.33333333,17
Apache Commons Math,org.apache.commons.math3.ml.neuralnet,MapUtils.PairNeuronDouble,0,17,0,0,0,6,0,3,0,3,100,0,3
Apache Commons Math,org.apache.commons.math3.ml.neuralnet,FeatureInitializerFactory.new FeatureInitializer() {...},0,17,0,0,0,2,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.ml.neuralnet,FeatureInitializerFactory.new FeatureInitializer() {...},0,31,0,0,0,5,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.ml.neuralnet,Network,53,547,9,39,10,106,11,33,2,18,91.37931034,81.25,44
Apache Commons Math,org.apache.commons.math3.ml.neuralnet,MapUtils.PairNeuronDouble.new Comparator() {...},0,9,0,0,0,2,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.ml.neuralnet,Network.SerializationProxy,0,27,0,0,0,7,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.ml.neuralnet,SquareNeighbourhood,5,33,0,0,0,3,1,3,1,3,100,0,4
Apache Commons Math,org.apache.commons.math3.ml.neuralnet,MapUtils,346,86,32,8,72,20,22,6,6,2,21.73913043,20,28
Apache Commons Math,org.apache.commons.math3.ml.neuralnet,FeatureInitializerFactory,18,27,0,0,3,4,2,3,2,3,57.14285714,0,5
Apache Commons Math,org.apache.commons.math3.ml.neuralnet,Network.NeuronIdentifierComparator,3,20,2,2,0,4,2,2,0,2,100,50,4
Apache Commons Math,org.apache.commons.math3.stat.interval,NormalApproximationInterval,0,52,0,0,0,8,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.stat.interval,IntervalUtils,3,92,0,10,2,19,1,11,1,6,90.47619048,100,12
Apache Commons Math,org.apache.commons.math3.stat.interval,ClopperPearsonInterval,0,106,2,2,0,14,2,2,0,2,100,50,4
Apache Commons Math,org.apache.commons.math3.stat.interval,WilsonScoreInterval,0,99,0,0,0,15,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.stat.interval,ConfidenceInterval,61,39,3,3,3,12,4,5,1,5,80,50,9
Apache Commons Math,org.apache.commons.math3.stat.interval,AgrestiCoullInterval,0,67,0,0,0,11,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.threed,PolyhedronsSet.TranslationTransform,0,60,0,2,0,15,0,5,0,4,100,100,5
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.threed,SphericalCoordinates.DataTransferObject,0,25,0,0,0,6,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.threed,RotationOrder,0,124,0,0,0,22,0,6,0,6,100,0,6
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.threed,FieldRotation,0,5846,3,191,0,548,3,143,0,49,100,98.45360825,146
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.threed,RotationConvention,5,33,0,0,0,3,1,3,1,3,100,0,4
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.threed,OutlineExtractor,192,0,14,0,34,0,10,0,3,0,0,0,10
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.threed,Vector3DFormat,15,93,1,3,4,19,2,9,1,8,82.60869565,75,11
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.threed,PolyhedronsSet.FacetsContributionVisitor,9,94,2,6,2,24,2,7,0,5,92.30769231,75,9
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.threed,Line,27,271,4,12,7,46,8,21,4,17,86.79245283,75,29
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.threed,SubLine,6,154,0,14,2,28,1,13,1,6,93.33333333,100,14
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.threed,Rotation,0,3885,3,187,0,486,3,125,0,33,100,98.42105263,128
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.threed,Segment,0,21,0,0,0,8,0,4,0,4,100,0,4
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.threed,PolyhedronsSet.RotationTransform,0,119,0,2,0,25,0,5,0,4,100,100,5
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.threed,SphereGenerator,0,660,0,8,0,62,0,7,0,3,100,100,7
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.threed,PolyhedronsSet,57,921,16,78,17,130,18,49,4,16,88.43537415,82.9787234,67
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.threed,SubPlane,0,182,1,11,0,32,1,8,0,3,100,91.66666667,9
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.threed,Vector3D,0,984,0,46,0,142,0,71,0,48,100,100,71
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.threed,Euclidean3D,0,11,0,0,0,6,0,5,0,5,100,0,5
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.threed,NotARotationMatrixException,0,5,0,0,0,2,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.threed,Plane,106,580,3,19,26,93,11,37,8,29,78.1512605,86.36363636,48
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.threed,CardanEulerSingularityException,0,10,0,2,0,2,0,2,0,1,100,100,2
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.threed,OutlineExtractor.BoundaryProjector,329,0,34,0,63,0,23,0,6,0,0,0,23
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.threed,SphericalCoordinates,0,1484,2,2,0,117,2,11,0,11,100,50,13
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.threed,FieldVector3D,0,2021,0,72,0,259,0,118,0,82,100,100,118
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.threed,Euclidean3D.LazyHolder,3,6,0,0,1,1,1,1,1,1,50,0,2
Apache Commons Math,org.apache.commons.math3.primes,SmallPrimes,15,2255,4,30,6,53,5,18,1,5,89.83050847,88.23529412,23
Apache Commons Math,org.apache.commons.math3.primes,Primes,3,123,0,26,2,29,1,16,1,3,93.5483871,100,17
Apache Commons Math,org.apache.commons.math3.primes,PollardRho,219,0,22,0,62,0,15,0,4,0,0,0,15
Apache Commons Math,org.apache.commons.math3.geometry.partitioning.utilities,AVLTree.Node,0,737,3,107,0,196,3,71,0,15,100,97.27272727,74
Apache Commons Math,org.apache.commons.math3.geometry.partitioning.utilities,AVLTree.Skew,5,43,0,0,0,4,1,3,1,3,100,0,4
Apache Commons Math,org.apache.commons.math3.geometry.partitioning.utilities,AVLTree,21,136,9,27,4,38,9,18,1,8,90.47619048,75,27
Apache Commons Math,org.apache.commons.math3.geometry.partitioning.utilities,OrderedTuple,593,0,94,0,123,0,59,0,12,0,0,0,59
Apache Commons Math,org.apache.commons.math3.geometry.partitioning.utilities,AVLTree.new Object() {...},2,17,0,0,0,1,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.exception,OutOfRangeException,0,34,0,0,0,8,0,4,0,4,100,0,4
Apache Commons Math,org.apache.commons.math3.exception,DimensionMismatchException,0,25,0,0,0,6,0,3,0,3,100,0,3
Apache Commons Math,org.apache.commons.math3.exception,MaxCountExceededException,0,30,0,0,0,7,0,3,0,3,100,0,3
Apache Commons Math,org.apache.commons.math3.exception,NoBracketingException,12,52,0,0,4,8,4,2,4,2,66.66666667,0,6
Apache Commons Math,org.apache.commons.math3.exception,MathUnsupportedOperationException,11,20,0,0,3,6,3,2,3,2,66.66666667,0,5
Apache Commons Math,org.apache.commons.math3.exception,MathArithmeticException,4,36,0,0,1,10,1,4,1,4,90.90909091,0,5
Apache Commons Math,org.apache.commons.math3.exception,NotStrictlyPositiveException,0,13,0,0,0,4,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.exception,MathParseException,18,23,0,0,4,4,1,1,1,1,50,0,2
Apache Commons Math,org.apache.commons.math3.exception,MathRuntimeException,25,0,0,0,7,0,4,0,4,0,0,0,4
Apache Commons Math,org.apache.commons.math3.exception,NullArgumentException,0,11,0,0,0,4,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.exception,NotPositiveException,0,13,0,0,0,4,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.exception,TooManyEvaluationsException,0,10,0,0,0,3,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.exception,ZeroException,0,12,0,0,0,4,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.exception,NumberIsTooLargeException,0,34,0,2,0,8,0,5,0,4,100,100,5
Apache Commons Math,org.apache.commons.math3.exception,MultiDimensionMismatchException,16,36,0,0,4,6,3,3,3,3,60,0,6
Apache Commons Math,org.apache.commons.math3.exception,MathIllegalArgumentException,4,21,0,0,1,6,1,3,1,3,85.71428571,0,4
Apache Commons Math,org.apache.commons.math3.exception,NonMonotonicSequenceException,0,68,0,6,0,13,0,9,0,6,100,100,9
Apache Commons Math,org.apache.commons.math3.exception,NoDataException,0,10,0,0,0,4,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.exception,TooManyIterationsException,0,10,0,0,0,3,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.exception,ConvergenceException,0,14,0,0,0,5,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.exception,NotFiniteNumberException,0,12,0,0,0,4,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.exception,MathInternalError,29,0,0,0,7,0,3,0,3,0,0,0,3
Apache Commons Math,org.apache.commons.math3.exception,MathIllegalStateException,19,27,0,0,5,8,2,4,2,4,61.53846154,0,6
Apache Commons Math,org.apache.commons.math3.exception,NumberIsTooSmallException,0,34,0,2,0,8,0,5,0,4,100,100,5
Apache Commons Math,org.apache.commons.math3.exception,NotANumberException,0,8,0,0,0,2,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.exception,InsufficientDataException,0,11,0,0,0,4,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.exception,MathIllegalNumberException,0,24,0,0,0,5,0,3,0,3,100,0,3
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.vector.jacobian,LevenbergMarquardtOptimizer,80,2081,19,187,14,363,18,97,0,12,96.28647215,90.77669903,115
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.vector.jacobian,AbstractLeastSquaresOptimizer,8,200,2,12,2,41,2,18,0,13,95.34883721,85.71428571,20
